Código;Artículo;Descripción;Descripción
9,68031E+12;38-968;NEGRO;85
9,68031E+12;38-968;NEGRO;90
9,68031E+12;38-968;NEGRO;95
9,6804E+12;38-968;ROJO;100
9,6804E+12;38-968;ROJO;105
9,6804E+12;38-968;ROJO;110
9,68041E+12;38-968;ROJO;85
9,68041E+12;38-968;ROJO;90
9,68041E+12;38-968;ROJO;95
9,70101E+12;38-97;BLANCO;100
9,70101E+12;38-97E;BLANCO;105
9,70101E+12;38-97E;BLANCO;110
9,70101E+12;38-97E;BLANCO;115
9,70101E+12;38-97E;BLANCO;120
9,70109E+12;38-97;BLANCO;85
9,70109E+12;38-97;BLANCO;90
9,7011E+12;38-97;BLANCO;95
9,70201E+12;38-97;HUESO;100
9,70201E+12;38-97E;HUESO;105
9,70201E+12;38-97E;HUESO;110
9,70201E+12;38-97E;HUESO;115
9,70201E+12;38-97E;HUESO;120
9,70209E+12;38-97;HUESO;85
9,70209E+12;38-97;HUESO;90
9,7021E+12;38-97;HUESO;95
9,7026E+12;38-97;AZUL MARINO;100
9,7026E+12;38-97E;AZUL MARINO;105
9,7026E+12;38-97E;AZUL MARINO;110
9,7026E+12;38-97E;AZUL MARINO;115
9,7026E+12;38-97E;AZUL MARINO;120
9,70261E+12;38-97;AZUL MARINO;85
9,70261E+12;38-97;AZUL MARINO;90
9,70261E+12;38-97;AZUL MARINO;95
9,70301E+12;38-97;NEGRO;100
9,70301E+12;38-97E;NEGRO;105
9,70301E+12;38-97E;NEGRO;110
9,70301E+12;38-97E;NEGRO;115
9,70301E+12;38-97E;NEGRO;120
9,70309E+12;38-97;NEGRO;85
9,70309E+12;38-97;NEGRO;90
9,7031E+12;38-97;NEGRO;95
9,7068E+12;38-97;VISON;100
9,7068E+12;38-97E;VISON;105
9,7068E+12;38-97E;VISON;110
9,7068E+12;38-97E;VISON;115
9,7068E+12;38-97E;VISON;120
9,70681E+12;38-97;VISON;85
9,70681E+12;38-97;VISON;90
9,70681E+12;38-97;VISON;95
9,7078E+12;38-97;GRIS MELANGE;100
9,7078E+12;38-97E;GRIS MELANGE;105
9,7078E+12;38-97E;GRIS MELANGE;110
9,7078E+12;38-97E;GRIS MELANGE;115
9,7078E+12;38-97E;GRIS MELANGE;120
9,70781E+12;38-97;GRIS MELANGE;85
9,70781E+12;38-97;GRIS MELANGE;90
9,70781E+12;38-97;GRIS MELANGE;95
9,8901E+12;38-989;BLANCO;100
9,8901E+12;38-989E;BLANCO;105
9,8901E+12;38-989E;BLANCO;110
9,8901E+12;38-989E;BLANCO;115
9,8901E+12;38-989E;BLANCO;120
9,89011E+12;38-989;BLANCO;85
9,89011E+12;38-989;BLANCO;90
9,89011E+12;38-989;BLANCO;95
9,89019E+12;38-989;SALMON;100
9,89019E+12;38-989E;SALMON;105
9,89019E+12;38-989E;SALMON;110
9,89019E+12;38-989E;SALMON;115
9,89019E+12;38-989E;SALMON;120
9,89019E+12;38-989;SALMON;85
9,89019E+12;38-989;SALMON;90
9,89019E+12;38-989;SALMON;95
9,8903E+12;38-989;NEGRO;100
9,8903E+12;38-989E;NEGRO;105
9,8903E+12;38-989E;NEGRO;110
9,8903E+12;38-989E;NEGRO;115
9,8903E+12;38-989E;NEGRO;120
9,89031E+12;38-989;NEGRO;85
9,89031E+12;38-989;NEGRO;90
9,89031E+12;38-989;NEGRO;95
9,8904E+12;38-989;ROJO;100
9,8904E+12;38-989E;ROJO;105
9,8904E+12;38-989E;ROJO;110
9,8904E+12;38-989E;ROJO;115
9,8904E+12;38-989E;ROJO;120
9,8904E+12;38-989;ROJO;90
9,8904E+12;38-989;ROJO;95
9,90101E+12;38-99;BLANCO;100
9,90101E+12;38-99E;BLANCO;105
9,90101E+12;38-99E;BLANCO;110
9,90101E+12;38-99E;BLANCO;115
9,90101E+12;38-99E;BLANCO;120
9,90109E+12;38-99;BLANCO;85
9,90109E+12;38-99;BLANCO;90
9,9011E+12;38-99;BLANCO;95
9,90301E+12;38-99;NEGRO;100
9,90301E+12;38-99E;NEGRO;105
9,90301E+12;38-99E;NEGRO;110
9,90301E+12;38-99E;NEGRO;115
9,90301E+12;38-99E;NEGRO;120
9,90309E+12;38-99;NEGRO;85
9,90309E+12;38-99;NEGRO;90
9,9031E+12;38-99;NEGRO;95
9,90401E+12;38-99;ROJO;100
9,90401E+12;38-99E;ROJO;105
9,90401E+12;38-99E;ROJO;110
9,90401E+12;38-99E;ROJO;115
9,90401E+12;38-99E;ROJO;120
9,90409E+12;38-99;ROJO;85
9,90409E+12;38-99;ROJO;90
9,9041E+12;38-99;ROJO;95
9,9068E+12;38-99;VISON;100
9,9068E+12;38-99E;VISON;105
9,9068E+12;38-99E;VISON;110
9,9068E+12;38-99E;VISON;115
9,9068E+12;38-99E;VISON;120
9,90681E+12;38-99;VISON;85
9,90681E+12;38-99;VISON;90
9,90681E+12;38-99;VISON;95
9,9078E+12;38-99;GRIS MELANGE;100
9,9078E+12;38-99E;GRIS MELANGE;105
9,9078E+12;38-99E;GRIS MELANGE;110
9,9078E+12;38-99E;GRIS MELANGE;115
9,9078E+12;38-99E;GRIS MELANGE;120
9,90781E+12;38-99;GRIS MELANGE;85
9,90781E+12;38-99;GRIS MELANGE;90
9,90781E+12;38-99;GRIS MELANGE;95
9,9601E+12;38-996;BLANCO;100
9,9601E+12;38-996E;BLANCO;105
9,9601E+12;38-996E;BLANCO;110
9,9601E+12;38-996E;BLANCO;115
9,9601E+12;38-996E;BLANCO;120
9,96011E+12;38-996;BLANCO;85
9,96011E+12;38-996;BLANCO;90
9,96011E+12;38-996;BLANCO;95
9,96027E+12;38-996;BORDO;100
9,96027E+12;38-996E;BORDO;105
9,96027E+12;38-996E;BORDO;110
9,96027E+12;38-996E;BORDO;115
9,96027E+12;38-996E;BORDO;120
9,96027E+12;38-996;BORDO;85
9,96027E+12;38-996;BORDO;90
9,96027E+12;38-996;BORDO;95
9,9603E+12;38-996;NEGRO;100
9,9603E+12;38-996;NEGRO;105
9,9603E+12;38-996E;NEGRO;105
9,9603E+12;38-996E;NEGRO;110
9,9603E+12;38-996E;NEGRO;115
9,9603E+12;38-996E;NEGRO;120
9,96031E+12;38-996;NEGRO;85
9,96031E+12;38-996;NEGRO;90
9,96031E+12;38-996;NEGRO;95
9,96041E+11;38-996;ROJO;85
9,96041E+12;38-996;ROJO;85
9,96078E+12;38-996;GRIS MELANGE;100
9,96078E+12;38-996E;GRIS MELANGE;105
9,96078E+12;38-996E;GRIS MELANGE;110
9,96078E+12;38-996E;GRIS MELANGE;115
9,96078E+12;38-996E;GRIS MELANGE;120
9,96078E+12;38-996;GRIS MELANGE;95
0A0040-gri085;may-40;GRIS;85
0A0040-gri090;may-40;GRIS;90
0A0040-gri095;may-40;GRIS;95
0A0040-vin085;may-40;VINO;85
0A0041-bla100;may-41;BLANCO;100
0A0041-hue085;may-41;HUESO;85
0A0041-hue090;may-41;HUESO;90
0A0041-hue095;may-41;HUESO;95
0A0041-hue100;may-41;HUESO;100
0A0042-neg085;may-42;NEGRO;85
0A0042-neg090;may-42;NEGRO;90
0A0042-neg095;may-42;NEGRO;95
0A0042-neg100;may-42;NEGRO;100
0A0043-azu085;may-43;AZUL;85
0A0043-azu090;may-43;AZUL;90
0A0043-azu100;may-43;AZUL;100
0A0043-bla085;may-43;BLANCO;85
0A0043-bla095;may-43;BLANCO;95
0A0043-bla100;may-43;BLANCO;100
0A0043-bla90;may-43;BLANCO;90
0A0046-azu090;may-46;AZUL;90
0A0046-azu100;may-46;AZUL;100
0A0046-vin085;may-46;VINO;85
0A0046-vin090;may-46;VINO;90
0A0046-vin095;may-46;VINO;95
0A0046-vin100;may-46;VINO;100
0A0108-hue090;05-108;HUESO;90
0A0108-hue100;05-108;HUESO;100
0A0110-acu085;05-110;ACUA;85
0A0110-azu085;05-110;AZUL;85
0A0110-azu090;05-110;AZUL;90
0A0110-azu095;05-110;AZUL;95
0A0110-azu100;05-110;AZUL;100
0A0112-acu095;05-112;ACUA;95
0A0112-acu100;05-112;ACUA;100
0A0112-azu095;05-112;AZUL;95
0A0112-che095;05-112;CHERRY;95
0A0122-bla100;05-122;BLANCO;100
0A0250-hue100;05-250;HUESO;100
0A0250-vin085;05-250;VINO;85
0A0250-vin090;05-250;VINO;90
0A0250-vin095;05-250;VINO;95
0A0250-vin100;05-250;VINO;100
0A0312-bla001;05-312;BLANCO;1
0A0312-bla002;05-312;BLANCO;2
0A0312-bla003;05-312;BLANCO;3
0A0450-azu095;05-450;AZUL;95
0A0450-vin100;05-450;VINO;100
0A0451-azu095;05-451;AZUL;95
0A1202-bla100;05-1202;BLANCO;100
0A1202-neg100;05-1202;NEGRO;100
0A1212-mag085;05-1212;MAGENTA;85
0A1222-bla085;05-1222;BLANCO;85
0A1222-bla090;05-1222;BLANCO;90
0A1222-bla095;05-1222;BLANCO;95
0A1223-nud085;05-1223;NUDE;85
0A1226-bla095;05-1226;BLANCO;95
0A1234-azu100;05-1234;AZUL;100
0A1348-neg100;05-1348;NEGRO;100
0B15EXL002;34-15;NEGRO;XL
0B15EXL043;34-15;AERO;XL
0B15LAR001;34-15;BLANCO;L
0B15LAR002;34-15;NEGRO;L
0B15LAR004;34-15;ROJO;L
0B15LAR043;34-15;AERO;L
0B15LAR094;34-15;ARMY;L
0B15MED002;34-15;NEGRO;M
0B15MED004;34-15;ROJO;M
0B15MED043;34-15;AERO;M
0B15MED094;34-15;ARMY;M
0B15SMA043;34-15;AERO;S
0B30EXL002;34-30;NEGRO;XL
0B30EXL084;34-30;FLUO;XL
0B30EXL094;34-30;ARMY;XL
0B30EXL362;34-30;CAMELIA;XL
0B30LAR002;34-30;NEGRO;L
0B30LAR084;34-30;FLUO;L
0B30LAR094;34-30;ARMY;L
0B30LAR362;34-30;CAMELIA;L
0B30MED002;34-30;NEGRO;M
0B30MED084;34-30;FLUO;M
0B30MED094;34-30;ARMY;M
0B30MED362;34-30;CAMELIA;M
0B30SMA002;34-30;NEGRO;S
0B30SMA084;34-30;FLUO;S
0B30SMA094;34-30;ARMY;S
0B30SMA362;34-30;CAMELIA;S
0B30XXL002;34-30;NEGRO;XXL
0B30XXL084;34-30;FLUO;XXL
0B30XXL094;34-30;ARMY;XXL
0B30XXL362;34-30;CAMELIA;XXL
0B32EXL001;34-32;BLANCO;XL
0B32EXL100;34-32;ROSE;XL
0B32LAR001;34-32;BLANCO;L
0B32LAR100;34-32;ROSE;L
0B32MED001;34-32;BLANCO;M
0B32SMA001;34-32;BLANCO;S
0B32XXL001;34-32;BLANCO;XXL
0B32XXL100;34-32;ROSE;XXL
0B40EXL002;34-40;NEGRO;XL
0B40EXL016;34-40;MARINO;XL
0B40EXL030;34-40;VERDE;XL
0B40LAR002;34-40;NEGRO;L
0B40LAR016;34-40;MARINO;L
0B40LAR030;34-40;VERDE;L
0B40MED002;34-40;NEGRO;M
0B40MED016;34-40;MARINO;M
0B40MED030;34-40;VERDE;M
0B40SMA002;34-40;NEGRO;S
0B40SMA016;34-40;MARINO;S
0B40SMA030;34-40;VERDE;S
0B64XXL002;34-64;NEGRO;XXL
0B67EXL002;34-67;NEGRO;XL
0B67LAR002;34-67;NEGRO;L
0B67SMA002;34-67;NEGRO;S
0B87EXL002;34-87;NEGRO;XL
0B87EXL051;34-87;FRANCIA;XL
0B87EXL069;34-87;FLAMINGO;XL
0B87LAR002;34-87;NEGRO;L
0B87LAR051;34-87;FRANCIA;L
0B87LAR069;34-87;FLAMINGO;L
0B87MED002;34-87;NEGRO;M
0B87MED051;34-87;FRANCIA;M
0B87MED069;34-87;FLAMINGO;M
0B87SMA051;34-87;FRANCIA;S
0B87SMA069;34-87;FLAMINGO;S
0B92EXL001;34-92;BLANCO;XL
0B92EXL055;34-92;PINK;XL
0B92EXL080;34-92;VISON;XL
0B92LAR055;34-92;PINK;L
0B92LAR080;34-92;VISON;L
0B92MED055;34-92;PINK;M
0B92MED080;34-92;VISON;M
0B92SMA080;34-92;VISON;S
0B92XXL080;34-92;VISON;XXL
0B95EXL002;34-B95;NEGRO;XL
0B95MED002;34-B95;NEGRO;M
0B95SMA002;34-B95;NEGRO;S
0B95XXL002;34-B95;NEGRO;XXL
0L5600-azu085;may-00;AZUL;85
0L5600-azu090;may-00;AZUL;90
0L5600-azu095;may-00;AZUL;95
0L5600-azu100;may-00;AZUL;100
0L5600-bla085;may-00;BLANCO;85
0L5600-bla090;may-00;BLANCO;90
0L5600-bla095;may-00;BLANCO;95
0L5600-bla100;may-00;BLANCO;100
0L5600-n/V100;may-00;VISON/NEGRO;100
0L5600-n/p085;may-00;NEGRO/PLATA;85
0L5600-n/v085;may-00;VISON/NEGRO;85
0L5600-n/v090;may-00;VISON/NEGRO;90
0L5600-n/v095;may-00;VISON/NEGRO;95
0L5601-azu085;may-01;AZUL;85
0L5601-azu090;may-01;AZUL;90
0L5601-azu095;may-01;AZUL;95
0L5601-azu100;may-01;AZUL;100
0L5601-bla085;may-01;BLANCO;85
0L5601-bla090;may-01;BLANCO;90
0L5601-bla095;may-01;BLANCO;95
0L5601-bla100;may-01;BLANCO;100
0L5601-vin090;may-01;VINO;90
0L5606-azu085;may-06;AZUL;85
0L5607-azu085;may-07;AZUL;85
0L5607-azu100;may-07;AZUL;100
0L5607-uva095;may-07;UVA;95
0L5616-sal090;may-16;SALMON;90
0L5625-azu090;may-25;AZUL;90
0L5625-azu095;may-25;AZUL;95
0L5625-azu100;may-25;AZUL;100
0L5625-azu105;may-25;AZUL;105
0L5625-neg105;may-25;NEGRO;105
0L5630-neg085;may-30;NEGRO;85
0L5635-bla090;may-35;BLANCO;90
0L5635-bla095;may-35;BLANCO;95
0L5638-vin090;may-38;VINO;90
0L5642-azu090;may-42;AZUL;90
0L5642-azu095;may-42;AZUL;95
0L5642-bla085;may-42;BLANCO;85
0L5642-bla090;may-42;BLANCO;90
0L5642-bla095;may-42;BLANCO;95
0L5642-bla100;may-42;BLANCO;100
0L5642-neg085;may-42;NEGRO;85
0L5642-neg090;may-42;NEGRO;90
0L5642-neg095;may-42;NEGRO;95
0L5646-mor003;may-46;MORADO;3
0L5647-bla001;may-47;BLANCO;1
0L5647-bla002;may-47;BLANCO;2
0L5647-bla003;may-47;BLANCO;3
0L5647-bla004;may-47;BLANCO;4
0L5647-sof001;may-47;SOFIA;1
0L5647-vin001;may-47;VINO;1
0L5647-vin002;may-47;VINO;2
0L5650-bla003;may-50;BLANCO;3
0L5650-bla004;may-50;BLANCO;4
0L5651-sof002;may-51;SOFIA;2
0L5652-ros002;may-52;ROSA;2
0L5653-vis003;may-53;VISON;3
0L5655-azu090;may-55;AZUL;90
0L5655-azu100;may-55;AZUL;100
0L5655-bla100;may-55;BLANCO;100
0L5655-neg095;may-55;NEGRO;95
0L5655-nud100;may-55;NUDE;100
0L5655-roj095;may-55;ROJO;95
0L5656-bla095;may-56;BLANCO;95
0L5656-bla100;may-56;BLANCO;100
0L5656-neg100;may-56;NEGRO;100
0L5659-bla100;may-59;BLANCO;100
0L5716-neg085;may-16;NEGRO;85
0L5716-neg090;may-16;NEGRO;90
0L5716-neg095;may-16;NEGRO;95
0L5716-neg100;may-16;NEGRO;100
0P0502-bla085;1-10503;BLANCO;85
0P0610-Sur085;05-610;SURTIDO;85
0P0610-Sur090;05-610;SURTIDO;90
0b15exl055;34-15;PINK;XL
0b15lar055;34-15;PINK;L
0b15med055;34-15;PINK;M
0b15sma055;34-15;PINK;S
0b36exl105;34-36;ORANGE;XL
0b36lar002;34-36;NEGRO;L
0b36lar105;34-36;ORANGE;L
0b36med002;34-36;NEGRO;M
0b36med030;34-36;VERDE;M
0b36med105;34-36;ORANGE;M
0b36sma002;34-36;NEGRO;S
0b36sma105;34-36;ORANGE;S
0b36xxl002;34-36;NEGRO;XXL
0b36xxl030;34-36;VERDE;XXL
0b36xxl105;34-36;ORANGE;XXL
0b38exl002;34-38;NEGRO;XL
0b38exl016;34-38;MARINO;XL
0b38exl094;34-38;ARMY;XL
0b38lar002;34-38;NEGRO;L
0b38lar016;34-38;MARINO;L
0b38lar094;34-38;ARMY;L
0b38med002;34-38;NEGRO;M
0b38med016;34-38;MARINO;M
0b38med094;34-38;ARMY;M
0b38sma002;34-38;NEGRO;S
0b38sma016;34-38;MARINO;S
0b50exl002;34-50;NEGRO;XL
0b50exl055;34-50;PINK;XL
0b50exl100;34-50;ROSE;XL
0b50lar002;34-50;NEGRO;L
0b50lar055;34-50;PINK;L
0b50lar100;34-50;ROSE;L
0b50med002;34-50;NEGRO;M
0b50med055;34-50;PINK;M
0b50med100;34-50;ROSE;M
0b50sma002;34-50;NEGRO;S
0b50sma055;34-50;PINK;S
0b50sma100;34-50;ROSE;S
0b50xxl002;34-50;NEGRO;XXL
0b50xxl055;34-50;PINK;XXL
0b50xxl100;34-50;ROSE;XXL
0b53sma030;34-B53;VERDE;S
0b64exl002;34-64;NEGRO;XL
0b64exl094;34-64;ARMY;XL
0b64exl608;34-64;OFF WHITE;XL
0b64lar002;34-64;NEGRO;L
0b64lar608;34-64;OFF WHITE;L
0b64med002;34-64;NEGRO;M
0b64med094;34-64;ARMY;M
0b64med608;34-64;OFF WHITE;M
0b64sma002;34-64;NEGRO;S
0b64sma608;34-64;OFF WHITE;S
0b67exl001;34-67;BLANCO;XL
0b67lar001;34-67;BLANCO;L
0b67med001;34-67;BLANCO;M
0b67med002;34-67;NEGRO;M
0b67sma001;34-67;BLANCO;S
0b67xxl001;34-67;BLANCO;XXL
0b74exl016;34-74;MARINO;XL
0b74exl094;34-74;ARMY;XL
0b74lar016;34-74;MARINO;L
0b74lar094;34-74;ARMY;L
0b74med016;34-74;MARINO;M
0b74med094;34-74;ARMY;M
0b74sma016;34-74;MARINO;S
0b74sma094;34-74;ARMY;S
0b74xxl094;34-74;ARMY;XXL
0b84exl002;34-84;NEGRO;XL
0b84exl004;34-84;ROJO;XL
0b84exl522;34-84;ORQUIDEA;XL
0b84lar002;34-84;NEGRO;L
0b84lar004;34-84;ROJO;L
0b84lar522;34-84;ORQUIDEA;L
0b84med002;34-84;NEGRO;M
0b84med004;34-84;ROJO;M
0b84med522;34-84;ORQUIDEA;M
0b84sma002;34-84;NEGRO;S
0b84sma004;34-84;ROJO;S
0b84sma522;34-84;ORQUIDEA;S
0b84xxl004;34-84;ROJO;XXL
1;1;SURTIDO;UNICO
1-1232!AZU!100;23-18;AZUL;100
1-1232!AZU!85;23-18;AZUL;85
1-1232!BLA!100;23-18;BLANCO;100
1-1232!BLA!85;23-18;BLANCO;85
1-1232!BLA!90;23-18;BLANCO;90
1-1232!BLA!95;23-18;BLANCO;95
1-1232!E!85;23-18;ESTAMPADO;85
1-1232!GRI!100;23-18;GRIS;100
1-1232!GRI!85;23-18;GRIS;85
1-1232!GRI!90;23-18;GRIS;90
1-1232!GRI!95;23-18;GRIS;95
1-1232!HUE!100;23-18;HUESO;100
1-1232!HUE!85;23-18;HUESO;85
1-1232!HUE!90;23-18;HUESO;90
1-1232!HUE!95;23-18;HUESO;95
1-1232!N!85;23-18;NEGRO;85
1-1232!NEG!100;23-18;NEGRO;100
1-1232!NEG!85;23-18;NEGRO;85
1-1232!NEG!90;23-18;NEGRO;90
1-1232!NEG!95;23-18;NEGRO;95
1-1232!ROJ!100;23-18;ROJO;100
1-1232!ROJ!85;23-18;ROJO;85
1-1232!ROJ!90;23-18;ROJO;90
1-1232!ROJ!95;23-18;ROJO;95
1-1232!ROS!100;23-18;ROSA;100
1-1232!ROS!85;23-18;ROSA;85
1-1232!ROS!90;23-18;ROSA;90
1-1232!ROS!95;23-18;ROSA;95
1-1232!S!90;23-18;SURTIDO;90
1-1232!S!U;23-18;SURTIDO;UNICO
1-1232!VER!85;23-18;VERDE;85
1-1233!AZU!100;23-25;AZUL;100
1-1233!AZU!85;23-25;AZUL;85
1-1233!AZU!90;23-25;AZUL;90
1-1233!AZU!95;23-25;AZUL;95
1-1233!BLA!100;23-25;BLANCO;100
1-1233!BLA!85;23-25;BLANCO;85
1-1233!BLA!90;23-25;BLANCO;90
1-1233!BLA!95;23-25;BLANCO;95
1-1233!BN!100;23-25;BLANCO/NEGRO;100
1-1233!BN!85;23-25;BLANCO/NEGRO;85
1-1233!BN!90;23-25;BLANCO/NEGRO;90
1-1233!BN!95;23-25;BLANCO/NEGRO;95
1-1233!BNE!95;23-25;BLANCO/NEGRO;95
1-1233!NA!100;23-25;NARANJA;100
1-1233!NA!85;23-25;NARANJA;85
1-1233!NA!90;23-25;NARANJA;90
1-1233!NA!95;23-25;NARANJA;95
1-1233!NEG!100;23-25;NEGRO;100
1-1233!NEG!85;23-25;NEGRO;85
1-1233!NEG!90;23-25;NEGRO;90
1-1233!NEG!95;23-25;NEGRO;95
1-1233!NUD!100;23-25;NUDE;100
1-1233!NUD!85;23-25;NUDE;85
1-1233!NUD!90;23-25;NUDE;90
1-1233!NUD!95;23-25;NUDE;95
1-1233!ROJ!100;23-25;ROJO;100
1-1233!ROJ!85;23-25;ROJO;85
1-1233!ROJ!90;23-25;ROJO;90
1-1233!ROJ!95;23-25;ROJO;95
1-1233!S!100;23-25;SURTIDO;100
1-1233!S!85;23-25;SURTIDO;85
1-1233!S!90;23-25;SURTIDO;90
1-1233!S!95;23-25;SURTIDO;95
1-1233!TUR!100;23-25;TURQUESA;100
1-1233!TUR!85;23-25;TURQUESA;85
1-1233!TUR!90;23-25;TURQUESA;90
1-1233!TUR!95;23-25;TURQUESA;95
1-1233!VER!100;23-25;VERDE;100
1-1233!VER!85;23-25;VERDE;85
1-1233!VER!90;23-25;VERDE;90
1-1233!VER!95;23-25;VERDE;95
1-30201!SUR!U;1-30201;SURTIDO;UNICO
1-3410!S!U;41-140;SURTIDO;UNICO
1-3412!S!U;41-130;SURTIDO;UNICO
1-5000!S!3XL;ene-00;SURTIDO;3XL
1-602100p!s!u;1-602100;SURTIDO;UNICO
1-602101p!s!u;1-602101;SURTIDO;UNICO
1-602102P!S!U;1-602102;SURTIDO;UNICO
1-602110p!s!u;1-602110;SURTIDO;UNICO
1-602200p!s!u;1-602200;SURTIDO;UNICO
1-602210P!S!U;1-602210;SURTIDO;UNICO
1-602300P!S!1;1-602300;SURTIDO;1
1-602300P!S!2;1-602300;SURTIDO;2
1-602300P!S!3;1-602300;SURTIDO;3
1-602300P!S!4;1-602300;SURTIDO;4
1-602300P!S!U;1-602300;SURTIDO;UNICO
1-602301P!S!2;1-602301;SURTIDO;2
1-602301P!S!3;1-602301;SURTIDO;3
1-602301P!S!4;1-602301;SURTIDO;4
1-602301P!S!U;1-602301;SURTIDO;UNICO
1-602301p!s!1;1-602301;SURTIDO;1
1-602302P!BNG!1;1-602302;SURTIDO;1
1-602302P!BNG!2;1-602302;SURTIDO;2
1-602302P!BNG!3;1-602302;SURTIDO;3
1-602302P!BNG!4;1-602302;SURTIDO;4
1-602302P!S!1;1-602302;SURTIDO;1
1-602302P!S!2;1-602302;SURTIDO;2
1-602302P!S!3;1-602302;SURTIDO;3
1-602302P!S!4;1-602302;SURTIDO;4
1-602302P!s!u;1-602302;SURTIDO;UNICO
1-602302p!e!1;1-602302;SURTIDO;1
1-602302p!e!2;1-602302;SURTIDO;2
1-602302p!e!3;1-602302;SURTIDO;3
1-602302p!e!4;1-602302;SURTIDO;4
1-602400p!s!1;1-602400;SURTIDO;1
1-602400p!s!2;1-602400;SURTIDO;2
1-602400p!s!3;1-602400;SURTIDO;3
1-602400p!s!4;1-602400;SURTIDO;4
1-6441P!S!U;ene-41;SURTIDO;UNICO
1-9600!BN!1;ene-00;BLANCO/NEGRO;1
1-9600!BN!2;ene-00;BLANCO/NEGRO;2
1-9600!BN!3;ene-00;BLANCO/NEGRO;3
1-9600!BN!85;ene-00;BLANCO/NEGRO;85
1-9600!BN!95;ene-00;BLANCO/NEGRO;95
oct-81;oct-81;NEGRO;2
100-100;100-100;SURTIDO;UNICO
100-1000;100-1000;SURTIDO;UNICO
100-1001;100-1001;SURTIDO;UNICO
100-1002;100-1002;SURTIDO;UNICO
100-1003;100-1003;SURTIDO;UNICO
100-1004;100-1004;SURTIDO;UNICO
100-1005;100-1005;SURTIDO;UNICO
100-1006;100-1006;SURTIDO;UNICO
100-1007;100-1007;SURTIDO;UNICO
100-1008;100-1008;SURTIDO;UNICO
100-1009;100-1009;SURTIDO;UNICO
100-101;100-101;SURTIDO;UNICO
100-1010;100-1010;SURTIDO;UNICO
100-1011;100-1011;SURTIDO;UNICO
100-1012;100-1012;SURTIDO;UNICO
100-1013;100-1013;SURTIDO;UNICO
100-1014;100-1014;SURTIDO;UNICO
100-1015;100-1015;SURTIDO;UNICO
100-1016;100-1016;SURTIDO;UNICO
100-1017;100-1017;SURTIDO;UNICO
100-1018;100-1018;SURTIDO;UNICO
100-1019;100-1019;SURTIDO;UNICO
100-102;100-102;SURTIDO;UNICO
100-1020;100-1020;SURTIDO;UNICO
100-1021;100-1021;SURTIDO;UNICO
100-1022;100-1022;SURTIDO;UNICO
100-1023;100-1023;SURTIDO;UNICO
100-1024;100-1024;SURTIDO;UNICO
100-103;100-103;SURTIDO;UNICO
100-104;100-104;SURTIDO;UNICO
100-105;100-105;SURTIDO;UNICO
100-106;100-106;SURTIDO;UNICO
100-107;100-107;SURTIDO;UNICO
100-108;100-108;SURTIDO;UNICO
100-109;100-109;SURTIDO;UNICO
100-110;100-110;SURTIDO;UNICO
100-111;100-111;SURTIDO;UNICO
100-112;100-112;SURTIDO;UNICO
100-113;100-113;SURTIDO;UNICO
100-114;100-114;SURTIDO;UNICO
100-115;100-115;SURTIDO;UNICO
100-116;100-116;SURTIDO;UNICO
100-117;100-117;SURTIDO;UNICO
100-118;100-118;SURTIDO;UNICO
100-119;100-119;SURTIDO;UNICO
100-120;100-120;SURTIDO;UNICO
100-121;100-121;SURTIDO;UNICO
100-122;100-122;SURTIDO;UNICO
100-123;100-123;SURTIDO;UNICO
100-124;100-124;SURTIDO;UNICO
100-200;100-200;SURTIDO;UNICO
100-2000;100-2000;SURTIDO;UNICO
100-2001;100-2001;SURTIDO;UNICO
100-2002;100-2002;SURTIDO;UNICO
100-2003;100-2003;SURTIDO;UNICO
100-2004;100-2004;SURTIDO;UNICO
100-2005;100-2005;SURTIDO;UNICO
100-2006;100-2006;SURTIDO;UNICO
100-2007;100-2007;SURTIDO;UNICO
100-2008;100-2008;SURTIDO;UNICO
100-2009;100-2009;SURTIDO;UNICO
100-201;100-201;SURTIDO;UNICO
100-2010;100-2010;SURTIDO;UNICO
100-2011;100-2011;SURTIDO;UNICO
100-2012;100-2012;SURTIDO;UNICO
100-2013;100-2013;SURTIDO;UNICO
100-2014;100-2014;SURTIDO;UNICO
100-2015;100-2015;SURTIDO;UNICO
100-2016;100-2016;SURTIDO;UNICO
100-2017;100-2017;SURTIDO;UNICO
100-2018;100-2018;SURTIDO;UNICO
100-2019;100-2019;SURTIDO;UNICO
100-202;100-202;SURTIDO;UNICO
100-2020;100-2020;SURTIDO;UNICO
100-2021;100-2021;SURTIDO;UNICO
100-2022;100-2022;SURTIDO;UNICO
100-2023;100-2023;SURTIDO;UNICO
100-2024;100-2024;SURTIDO;UNICO
100-203;100-203;SURTIDO;UNICO
100-204;100-204;SURTIDO;UNICO
100-205;100-205;SURTIDO;UNICO
100-206;100-206;SURTIDO;UNICO
100-207;100-207;SURTIDO;UNICO
100-208;100-208;SURTIDO;UNICO
100-209;100-209;SURTIDO;UNICO
100-210;100-210;SURTIDO;UNICO
100-211;100-211;SURTIDO;UNICO
100-212;100-212;SURTIDO;UNICO
100-213;100-213;SURTIDO;UNICO
100-214;100-214;SURTIDO;UNICO
100-215;100-215;SURTIDO;UNICO
100-216;100-216;SURTIDO;UNICO
100-217;100-217;SURTIDO;UNICO
100-218;100-218;SURTIDO;UNICO
